strain_name,strain_slug,strain_category,strain_popularity,strain_aliases,strain_id,condition_add_adhd_votes,condition_alzheimers_votes,condition_anorexia_votes,condition_anxiety_votes,condition_arthritis_votes,condition_asthma_votes,condition_bipolar_disorder_votes,condition_cachexia_votes,condition_cancer_votes,condition_crohns_disease_votes,condition_epilepsy_votes,condition_fibromyalgia_votes,condition_gastrointestinal_disorder_votes,condition_glaucoma_votes,condition_hiv_aids_votes,condition_hypertension_votes,condition_migraines_votes,condition_multiple_sclerosis_votes,condition_muscular_dystrophy_votes,condition_parkinsons_votes,condition_phantom_limb_pain_votes,condition_pms_votes,condition_ptsd_votes,condition_spinal_cord_injury_votes,condition_tinnitus_votes,condition_tourettes_syndrome_votes,effect_aroused_votes,effect_creative_votes,effect_energetic_votes,effect_euphoric_votes,effect_focused_votes,effect_giggly_votes,effect_happy_votes,effect_hungry_votes,effect_relaxed_votes,effect_sleepy_votes,effect_talkative_votes,effect_tingly_votes,effect_uplifted_votes,flavor_ammonia_votes,flavor_apple_votes,flavor_apricot_votes,flavor_berry_votes,flavor_blue_cheese_votes,flavor_blueberry_votes,flavor_butter_votes,flavor_cheese_votes,flavor_chemical_votes,flavor_chestnut_votes,flavor_citrus_votes,flavor_coffee_votes,flavor_diesel_votes,flavor_earthy_votes,flavor_flowery_votes,flavor_grape_votes,flavor_grapefruit_votes,flavor_honey_votes,flavor_lavender_votes,flavor_lemon_votes,flavor_lime_votes,flavor_mango_votes,flavor_menthol_votes,flavor_mint_votes,flavor_nutty_votes,flavor_orange_votes,flavor_peach_votes,flavor_pear_votes,flavor_pepper_votes,flavor_pine_votes,flavor_pineapple_votes,flavor_plum_votes,flavor_pungent_votes,flavor_rose_votes,flavor_sage_votes,flavor_skunk_votes,flavor_spicy_herbal_votes,flavor_strawberry_votes,flavor_sweet_votes,flavor_tar_votes,flavor_tea_votes,flavor_tobacco_votes,flavor_tree_fruit_votes,flavor_tropical_votes,flavor_vanilla_votes,flavor_violet_votes,flavor_woody_votes,negative_anxious_votes,negative_dizzy_votes,negative_dry_eyes_votes,negative_dry_mouth_votes,negative_headache_votes,negative_paranoid_votes,review_total_condition_votes,review_total_effect_votes,review_total_flavor_votes,review_total_negative_votes,review_total_symptom_votes,symptom_cramps_votes,symptom_depression_votes,symptom_eye_pressure_votes,symptom_fatigue_votes,symptom_headaches_votes,symptom_inflammation_votes,symptom_insomnia_votes,symptom_lack_of_appetite_votes,symptom_muscle_spasms_votes,symptom_nausea_votes,symptom_pain_votes,symptom_seizures_votes,symptom_spasticity_votes,symptom_stress_votes
middlefork x pineapple express,middlefork-x-pineapple-express,Sativa,0.0005793726773363204,,94032,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,3,5,1,3,5,1,2,0,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,5,2,1,3,0,2,1,1,2,1,1,3,0,1,3,1,0,2
ripped bubba,ripped-bubba,Hybrid,0.0016332791665861982,"RIPPEDBUBBAKUSH,RIPPEDBUBBA",94033,4,0,0,10,4,1,1,0,0,1,1,3,2,2,0,3,5,0,0,0,0,1,6,1,2,0,6,19,14,16,21,4,24,14,34,9,9,10,25,0,0,1,3,1,1,0,2,0,0,7,1,0,14,2,2,1,2,2,4,1,2,0,0,1,0,0,1,0,5,0,0,8,1,2,3,8,0,8,0,0,0,1,2,0,0,2,1,2,6,12,5,0,18,52,26,17,31,3,12,1,7,8,5,6,10,6,7,16,2,2,26
snoop dogg og,snoop-dogg-og,Indica,0.02597520836724503,,94063,6,0,1,22,8,2,5,0,2,5,0,2,5,0,1,4,4,0,2,0,0,2,12,2,1,0,12,29,13,50,14,23,57,32,69,28,14,25,33,2,1,0,3,0,2,0,1,5,0,10,1,21,25,4,0,0,0,0,22,1,1,0,1,3,2,1,0,1,16,0,0,13,0,0,5,5,1,15,0,2,1,0,1,1,0,8,2,9,9,21,0,1,32,81,52,29,47,6,18,2,9,11,8,17,20,9,8,34,0,3,29
u2 kush,u2-kush,Indica,0.0006511045326255791,U2KUSH,94095,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,10,3,6,11,9,17,14,2,3,7,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,5,1,1,0,0,0,1,1,4,3,3,3,6,2,1,4,24,15,12,12,0,4,0,1,1,0,6,2,0,3,3,0,1,5
old school og,old-school-og,Hybrid,0.002174026998766764,OLDSCHOOL90S2000,94479,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,6,2,7,6,1,3,2,0,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,2,6,10,7,2,5,0,3,2,0,2,0,1,1,2,1,0,0,0,2
sugar cookie,sugar-cookie,Hybrid,0.043154987709022485,"SUGARCOOKIES,BLUESUGARCOOKIE",94511,19,0,0,36,12,4,10,0,2,1,2,7,15,3,2,7,19,1,1,0,2,7,14,3,3,0,18,33,25,60,37,26,81,30,107,61,22,22,56,2,0,2,9,0,1,4,3,0,0,11,1,0,23,10,1,0,2,0,6,2,2,0,9,3,1,0,2,5,10,0,1,7,0,0,4,8,1,69,2,1,1,3,12,17,0,6,2,7,17,21,2,1,61,141,91,37,69,3,29,10,13,18,12,23,16,11,15,42,0,7,37
pez,pez,Indica,0.0037604045676638315,"PREZ1,PEZF,PEZ",94512,3,1,1,10,4,1,2,1,1,1,2,2,4,1,1,1,7,1,1,1,1,1,4,2,1,2,2,8,7,20,4,4,20,11,19,11,4,6,13,0,0,1,4,0,2,0,0,0,0,3,0,1,3,1,1,0,3,0,1,0,0,0,3,0,2,0,1,0,5,3,0,3,0,1,0,1,3,14,0,1,0,1,1,3,0,2,0,1,3,4,0,0,16,32,20,8,20,3,9,1,1,6,3,11,7,2,7,12,2,1,14
purple elephant,purple-elephant,Indica,0.005037783375314861,PURPLEELEPHANT,94543,6,0,1,18,5,0,7,0,1,0,0,2,4,0,0,2,2,1,0,0,0,6,10,1,0,1,6,13,9,26,14,23,35,11,51,24,11,16,25,2,0,0,11,0,1,0,0,7,1,3,0,1,23,8,16,0,2,3,1,0,0,0,0,0,0,0,0,1,7,0,1,13,1,1,1,1,0,20,0,0,0,0,2,0,3,9,1,1,5,12,1,2,25,63,47,17,32,3,14,2,6,11,5,15,8,7,4,13,2,5,25
cookie monster,cookie-monster,Indica,0.022595534416116492,"COOKIESTOMPER,COOKIEMONSTER",94607,6,0,3,34,8,2,5,1,2,2,2,5,6,1,1,3,5,0,0,0,0,5,15,2,0,1,13,23,11,53,14,25,62,36,82,40,17,16,36,1,0,0,4,0,1,2,2,1,1,7,1,5,27,4,5,0,1,3,7,2,0,0,5,1,0,0,1,1,15,0,0,15,0,0,4,4,0,30,0,0,1,1,1,7,1,8,4,5,13,24,3,4,45,97,61,38,54,7,19,3,7,11,14,28,20,9,10,38,2,5,36
chemo,chemo,Indica,0.01879374608578578,"CHEM916040,CHEM4,CHM14,CHEMJT2170305,CHEMO,CHEM91,CHEMSODA",94639,18,0,7,42,23,3,6,1,15,9,3,12,13,3,3,5,14,2,3,1,0,9,23,7,6,1,10,21,8,61,19,14,65,76,131,115,10,35,30,1,1,1,1,1,1,2,4,3,7,5,0,2,52,6,0,2,0,2,3,1,1,0,2,7,0,0,0,7,17,1,0,42,2,6,11,7,1,15,1,2,3,2,5,0,1,43,5,17,27,50,7,7,72,152,82,66,103,9,33,7,20,20,22,67,42,19,38,68,3,2,64
og 18,og-18,Hybrid,0.054921770893972044,,94672,19,1,6,78,29,6,21,1,6,11,8,20,16,4,2,11,19,3,7,0,4,15,44,16,5,5,24,46,29,146,47,48,150,61,208,84,44,57,84,5,1,1,5,1,1,3,3,9,3,13,3,55,75,15,2,4,3,3,11,4,1,0,5,2,0,0,0,7,42,1,0,66,1,0,32,18,1,26,2,4,1,2,5,2,1,20,8,10,36,61,9,5,116,251,137,89,140,14,68,11,21,29,44,69,37,44,31,89,10,15,96
charlie sheen,charlie-sheen,Hybrid,0.005305398373894019,"CHARLIESCHEESE,CHARLIESHEEN",94703,14,0,4,21,5,1,7,0,4,3,1,4,0,3,1,8,13,1,0,0,0,2,12,4,0,0,11,35,35,56,31,26,65,25,70,36,31,19,51,1,0,0,6,1,5,0,0,6,0,18,0,7,19,4,3,2,1,1,25,2,1,0,4,2,3,0,0,1,14,2,0,16,1,1,4,5,0,17,0,1,1,1,3,1,0,8,5,9,12,32,2,5,41,103,54,46,57,2,21,9,17,18,8,16,13,12,10,33,4,5,37
watermelon,watermelon,Indica,0.08737491757733935,WATERMELLON,95028,17,0,4,36,6,2,7,2,1,3,4,8,4,0,0,3,10,0,4,1,1,6,9,2,0,0,10,25,13,47,20,15,67,39,94,55,10,17,36,0,1,0,23,0,3,1,0,0,1,8,0,0,15,13,17,5,2,2,0,0,3,0,1,1,0,1,0,2,4,0,0,15,2,0,1,5,10,45,0,3,0,4,16,1,1,5,2,4,19,20,3,3,47,117,76,33,68,8,27,7,15,12,13,31,21,9,13,36,5,2,43
atmosphere,atmosphere,Hybrid,0.0004193554616910509,,95029,1,0,1,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3,5,3,9,4,2,7,4,7,1,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,0,5,11,3,2,6,0,4,0,2,0,0,1,3,1,2,2,0,0,5
blue dot,blue-dot,Sativa,0.0022264464314781453,"BLUEDOT,BLUEDOTDAWG",95090,4,0,1,8,2,1,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,3,4,1,0,0,2,14,23,16,15,7,19,9,9,3,8,2,22,0,0,0,4,0,2,0,0,0,0,1,1,1,5,2,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,1,1,1,1,0,0,1,0,1,3,3,1,13,30,13,8,18,0,10,0,4,2,3,2,4,2,3,6,0,0,16
the black,the-black,Indica,0.022722444621628257,"THEBLACK84,THEBLACK",95217,1,0,1,13,9,0,4,1,1,2,1,4,3,0,0,1,4,1,0,0,1,1,8,7,4,0,2,7,1,24,7,4,20,12,47,38,6,5,8,0,0,0,4,0,0,0,0,0,3,1,1,0,18,4,2,1,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,6,0,2,1,6,0,12,0,10,1,0,2,0,1,13,3,1,7,18,0,2,22,53,34,22,32,5,8,5,4,9,13,26,7,10,5,25,3,4,19
death bubba,death-bubba,Indica,0.05505144001699493,,95311,20,1,7,61,19,0,11,0,4,3,3,8,6,5,2,6,20,4,4,2,1,11,24,16,8,2,26,35,22,119,31,38,137,91,209,136,21,58,64,1,0,0,6,0,7,2,2,5,3,14,1,11,89,15,8,3,1,0,3,4,1,1,2,7,2,0,0,4,28,0,1,65,0,4,27,15,1,60,5,0,2,4,2,3,0,30,10,18,49,97,7,9,104,240,142,116,147,14,54,11,25,24,27,94,47,30,28,94,2,5,87
sour alien,sour-alien,Hybrid,0.007973271607152218,,95439,9,0,3,24,4,2,5,0,1,2,0,4,3,0,0,1,4,0,0,0,0,1,11,4,3,1,6,32,11,40,26,23,50,20,57,12,18,23,31,0,0,0,1,0,0,1,0,0,0,6,2,14,14,1,0,1,0,0,12,2,0,0,0,1,1,1,0,0,4,0,0,20,0,0,6,2,0,8,0,0,0,5,2,0,1,4,2,9,21,22,4,2,39,76,43,37,46,5,22,5,5,11,7,13,17,8,8,24,1,2,37
chem valley kush,chem-valley-kush,Hybrid,0.005437826414428035,CHEMVALLEYKUSH,95471,12,1,1,17,3,1,6,0,0,0,6,4,3,0,0,2,6,1,0,0,2,3,8,2,0,0,9,17,19,25,16,15,28,17,27,15,20,12,30,1,0,0,0,0,2,1,0,1,0,3,2,6,14,4,1,0,0,0,1,0,0,1,3,2,0,0,0,3,11,0,0,10,0,1,3,4,0,5,4,1,0,3,0,0,0,8,2,3,7,17,3,3,24,47,31,25,27,1,16,2,8,7,5,12,14,7,10,14,3,2,20
berry og,berry-og,Hybrid,0.015769972493592414,"QBERRY,BERRYKUSHOG",95503,6,0,3,11,5,3,3,0,2,1,1,1,2,0,1,1,3,0,0,0,1,1,7,2,1,0,2,15,7,31,11,14,25,14,37,13,8,8,14,0,0,0,21,0,7,0,0,0,0,1,0,0,7,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,1,3,0,1,2,2,0,12,0,0,0,0,0,0,0,7,3,0,8,13,1,2,19,45,30,18,27,4,10,0,5,7,4,11,9,5,5,11,1,1,17
sublime,sublime,Sativa,0.0014180836007184222,,95599,1,0,1,6,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,8,10,7,2,10,3,6,0,6,3,12,0,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,1,1,0,1,2,1,0,2,3,1,0,7,14,6,5,7,0,1,0,2,1,0,0,3,2,3,3,0,1,7
platinum wreck,platinum-wreck,Hybrid,0.0027533996761030842,,95631,12,0,0,18,4,1,9,0,1,3,0,4,3,1,0,2,5,0,1,0,3,4,10,4,4,1,10,19,21,36,14,18,28,11,27,8,12,14,26,0,1,1,4,0,0,0,0,1,0,11,0,3,12,5,1,1,6,0,2,0,1,2,0,3,1,1,0,1,7,0,0,5,1,2,3,1,2,17,0,0,1,2,2,0,0,2,4,6,9,19,2,3,27,53,32,26,31,3,19,3,11,7,4,4,4,9,4,22,0,5,21
critical plus,critical-plus,Hybrid,0.015016788013055197,CRITICALPLUS,95632,11,0,2,30,7,2,10,0,1,3,0,6,2,1,1,4,13,2,2,1,2,4,13,2,3,0,13,52,27,41,32,16,68,25,78,26,20,10,52,0,0,2,1,0,0,1,3,0,0,27,3,2,18,12,0,3,1,0,10,7,2,0,2,4,2,0,1,3,19,1,0,25,0,1,15,6,1,18,0,2,2,2,6,2,0,23,5,3,10,21,6,8,46,108,72,38,63,8,36,5,18,14,7,17,17,9,15,34,1,0,39
sugar kush,sugar-kush,Indica,0.00861058155222217,SUGARKUSH,95696,6,0,2,19,3,1,2,0,0,3,0,5,5,2,0,1,3,1,1,1,0,4,10,0,1,0,9,9,2,22,5,8,29,20,42,28,12,6,9,1,0,0,1,0,0,2,0,1,0,2,0,0,11,7,0,1,0,3,1,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,2,4,0,23,0,0,0,0,1,1,0,6,1,1,8,10,0,1,31,49,34,14,31,6,16,2,3,9,7,17,16,8,11,13,0,2,24
sour maui,sour-maui,Sativa,0.0029630774069486095,,95728,10,0,1,10,2,0,4,0,0,0,0,1,1,0,0,2,3,1,1,0,0,1,5,1,0,0,4,15,21,24,11,10,28,6,14,0,18,9,22,0,0,0,2,0,0,0,0,1,0,13,0,3,2,2,0,1,0,0,4,1,0,0,0,1,1,0,0,0,1,4,0,3,0,1,3,1,0,9,0,0,1,1,9,0,0,0,2,0,9,8,0,2,17,32,22,13,17,1,11,1,11,2,3,0,8,3,4,8,1,0,14
sour chunk,sour-chunk,Hybrid,0.00024278474097902948,,95759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,1,1,4,4,0,1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
purple star,purple-star,Indica,0.005189523838426755,"PURPLEAVATAR,PURPLESTAR,PURPLESTARDAWG5",96592,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,2,9,4,2,3,6,14,10,1,5,4,1,0,0,6,0,0,0,0,0,0,2,0,0,2,0,4,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,7,0,0,3,17,6,9,9,0,4,1,1,2,2,6,2,3,2,8,0,2,4
ghost bubba,ghost-bubba,Hybrid,0.002102295143477505,,96625,3,0,0,7,2,2,3,0,1,1,1,1,2,0,0,3,3,2,1,0,0,0,3,2,1,0,4,9,8,17,7,8,16,6,14,6,5,7,14,0,0,0,2,0,0,0,0,0,0,4,0,1,9,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,5,0,6,0,0,1,0,0,2,1,1,2,1,0,1,9,21,12,5,13,3,9,3,1,6,3,2,5,4,3,9,2,1,12
pink panther,pink-panther,Hybrid,0.011783336690016305,PINKPANTHER,96655,3,0,1,16,2,0,3,0,0,0,0,3,1,0,0,3,4,1,0,1,1,3,4,1,1,1,7,19,16,35,10,14,46,18,33,11,13,8,29,0,1,0,6,0,2,1,1,0,0,2,0,1,8,8,2,1,2,1,1,2,0,0,0,0,2,2,3,1,4,1,1,8,0,1,1,1,3,22,0,2,0,1,5,1,1,2,2,3,12,19,0,2,20,60,31,26,36,1,23,3,2,8,1,10,13,5,6,10,0,2,22
oregon pineapple,oregon-pineapple,Hybrid,0.0006952472128035844,,96687,1,0,0,4,4,0,1,0,1,0,1,2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,6,9,10,3,6,15,3,11,1,4,3,11,0,0,0,0,0,0,1,2,0,0,5,0,0,6,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,3,13,0,2,0,2,0,1,0,5,0,0,0,0,4,0,0,1,0,0,1,4,0,0,10,20,18,5,13,0,8,1,1,0,0,0,0,2,1,3,0,0,7
goji og,goji-og,Hybrid,0.03921525350313551,"GOJIOG5,GOJIOG",96719,11,0,1,41,6,3,11,0,2,1,2,4,6,1,2,7,8,1,0,1,0,8,18,3,0,0,18,60,56,76,46,38,97,27,94,18,48,40,79,0,2,0,47,1,6,0,2,0,3,18,4,2,31,10,4,4,2,1,2,3,2,2,1,8,3,1,0,5,9,4,1,21,2,2,5,9,10,46,0,4,3,5,12,5,0,15,8,13,21,38,3,5,51,140,96,52,68,5,44,3,21,8,11,18,21,17,16,40,6,5,52
crater lake,crater-lake,Hybrid,0.0026899445733472014,"CRATERLAKE,CRATERLAKE1",96721,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,11,10,15,10,7,18,5,15,2,10,3,18,0,0,0,2,0,2,0,0,0,1,5,2,1,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,4,1,0,4,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,7,25,9,4,7,1,5,1,1,1,1,2,1,1,2,4,1,0,6
blowfish,blowfish,Hybrid,0.0012387539624952753,,96784,3,0,0,6,3,2,1,0,1,1,0,1,2,1,1,3,2,1,1,0,0,2,4,3,0,0,5,5,5,13,7,3,11,5,19,6,5,6,13,1,1,1,2,1,1,1,1,1,1,2,1,3,6,1,1,1,1,1,2,1,1,1,2,1,1,1,1,6,6,2,1,2,1,7,4,8,1,4,1,1,1,1,2,1,1,3,0,0,1,10,1,0,13,27,13,11,15,1,4,0,4,2,0,8,2,4,4,9,0,2,8
black betty,black-betty,Hybrid,0.004008707143665111,"BLACKBUTTE,BLACKBETTY,BLACKBETTYWHITE",96879,2,0,2,9,5,0,7,0,1,1,1,4,1,1,2,1,3,1,1,1,1,3,5,1,1,1,5,22,15,40,8,11,32,7,27,6,12,18,35,0,0,0,10,0,2,0,0,1,0,4,0,5,5,2,1,0,1,0,1,1,0,0,0,4,0,1,0,0,4,0,1,8,0,0,3,5,0,12,0,1,1,0,4,0,0,6,3,5,9,9,2,6,17,51,27,21,21,1,15,0,2,2,6,3,3,1,4,13,1,0,16
black haze,black-haze,Hybrid,0.0037714402377083327,BLACKHAZE,96911,0,0,0,10,1,1,2,0,1,2,0,1,1,0,0,0,4,0,0,0,0,2,2,1,0,0,3,9,7,14,8,7,15,8,17,6,5,4,13,0,0,0,2,0,0,0,0,1,0,0,1,0,13,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,4,0,2,1,4,0,5,1,1,0,0,0,0,1,4,2,2,5,10,1,1,14,30,18,11,15,1,7,0,1,5,3,2,6,0,5,9,2,0,8
wappa,wappa,Hybrid,0.02829821691161256,WAPPA,96943,8,0,1,35,13,4,3,0,2,1,1,4,6,0,1,3,9,2,3,0,0,10,16,5,1,0,18,25,16,52,23,37,81,32,102,42,23,21,48,0,2,1,4,1,1,1,2,0,0,21,0,2,20,13,4,0,1,1,5,3,2,0,2,2,1,2,0,2,14,2,0,10,1,2,5,6,2,29,0,5,2,8,8,0,2,9,5,6,12,36,4,5,55,130,73,44,63,8,36,3,11,10,12,23,15,13,13,34,1,7,46
blues,blues,Hybrid,0.0039121450307757245,BLUESAGE,97007,1,1,0,6,2,1,3,1,0,2,1,2,2,0,0,1,2,1,2,1,1,1,1,2,0,0,4,9,3,8,6,8,16,9,14,10,11,4,10,2,0,1,10,4,3,0,1,2,2,1,1,0,5,3,0,0,0,0,0,1,0,1,1,2,1,0,0,1,2,1,0,8,0,0,7,3,0,3,0,1,1,0,1,1,0,2,0,3,2,10,2,3,9,22,17,15,13,1,6,1,2,5,2,3,4,2,0,7,0,2,7
space jill,space-jill,Sativa,0.000609720769958699,,97039,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,4,11,10,7,11,2,5,3,2,1,5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,1,9,18,0,12,10,0,4,0,4,0,0,0,0,0,1,7,0,0,7
haoma mist,haoma-mist,Hybrid,0.003401745291217538,,97071,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,1,2,1,0,1,1,2,0,1,2
purple happy rancher,purple-happy-rancher,Indica,0.0015367170536968115,"PURPEJOLLYRANCHER,PURPLEJOLLYRANCHER,PURPLEJOLLYRACHER,BANGSPURPLEJOLLYRANCHER",97072,4,1,1,10,2,1,2,0,2,2,1,0,1,1,0,0,2,1,1,0,0,0,6,1,0,0,1,9,8,18,8,7,21,9,27,16,5,10,13,1,0,0,9,0,1,0,0,1,0,2,1,0,3,4,9,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,2,5,0,1,4,1,1,7,0,1,0,4,4,2,0,2,1,0,3,8,0,0,15,37,22,9,18,3,6,0,0,3,0,12,6,2,3,7,2,1,12
strawberry cheesecake,strawberry-cheesecake,Indica,0.04520486341978861,"GRAPECHEESECAKE,STRAWBERRYCHEESECAKE",97167,17,1,4,33,7,2,12,0,3,5,3,6,8,2,2,2,8,2,2,2,2,4,13,6,2,2,11,27,10,69,30,24,77,34,81,31,19,23,59,1,0,0,18,4,3,2,27,0,0,0,0,0,5,6,1,0,2,1,2,0,0,0,1,2,0,0,0,0,3,1,0,13,1,0,4,2,46,38,0,1,1,1,3,4,1,5,2,7,17,23,2,3,56,113,67,39,66,10,36,5,11,17,11,21,26,13,19,42,4,4,42
wally og,wally-og,Hybrid,0.00048556948195805895,,97199,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,3,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,2,1,0,0,1,2,0,1,0,0,0,2,0,1,1
moonshine haze,moonshine-haze,Sativa,0.022681060858961377,MOONSHINEHAZE,97231,12,1,1,30,5,2,3,2,1,2,1,2,8,1,0,4,3,1,0,0,0,4,11,4,3,1,13,49,56,54,36,23,60,21,50,14,26,17,72,0,0,0,1,1,1,1,1,2,1,17,1,5,27,20,2,5,4,3,5,4,2,1,2,2,2,0,1,3,11,0,0,12,1,6,3,9,0,13,0,2,3,2,3,1,1,21,6,3,10,28,5,3,38,109,61,37,61,3,43,4,22,7,12,7,14,15,10,22,2,2,35
blue moon rocks,blue-moon-rocks,Hybrid,0.014663646571631155,"MOONROCKS,BLUEMOONROCKS1,BLUEMOONROCKS,BLUEMOONROCKS2",97296,7,1,3,19,5,2,7,2,4,2,3,4,6,1,1,4,5,3,2,2,2,3,8,3,2,1,9,22,11,39,13,25,39,17,42,15,10,12,32,0,1,0,11,2,10,0,0,0,0,3,0,2,12,8,3,0,1,4,2,1,1,0,1,0,1,0,1,1,3,1,0,6,2,1,8,1,0,13,2,0,0,0,2,0,0,3,3,5,10,16,0,5,23,55,34,25,31,6,20,6,8,6,5,16,7,6,9,18,2,3,19
love potion,love-potion,Sativa,0.02643594759160296,,97391,8,2,5,30,2,2,5,0,1,3,3,4,2,1,1,1,5,0,0,1,1,5,12,2,3,2,53,42,40,48,30,27,65,16,44,8,26,21,47,0,1,0,2,1,0,1,2,1,1,26,2,4,18,13,2,5,2,2,16,4,3,0,2,1,1,0,0,5,14,0,1,5,1,1,11,8,1,15,0,3,1,1,2,0,0,9,6,3,6,13,2,2,36,92,54,21,48,3,28,3,15,9,5,8,14,6,18,23,3,4,32
love potion 9,love-potion-9,Indica,0.005710959248029443,,97455,1,0,1,6,4,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,0,2,3,0,0,5,7,3,15,4,12,17,7,21,7,7,4,9,0,0,0,3,0,0,0,1,0,0,3,0,0,3,4,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,9,0,0,0,1,0,0,0,0,0,1,1,9,2,0,10,27,12,11,18,1,8,0,2,5,5,4,6,4,5,8,0,2,12
purple paralysis,purple-paralysis,Hybrid,0.0017905374647203423,"PURPLEPARALYZER,PURPLEPARALYSIS",97456,2,0,2,5,2,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,2,0,0,0,2,4,4,9,1,3,8,5,16,8,2,6,6,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,1,0,3,7,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,2,0,1,0,0,0,1,0,0,1,0,1,3,1,1,7,19,11,4,10,2,5,1,2,2,2,4,3,4,2,5,0,1,8
